cbsamet,state,county,zip,County_Name,CBSA_Name,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
28700,51,191,24361,Washington County,"Kingsport-Bristol-Bristol, TN-VA MSA",470,510,630,840,1010
28700,51,191,24370,Washington County,"Kingsport-Bristol-Bristol, TN-VA MSA",440,470,590,790,950
47260,51,199,23185,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",810,850,980,1340,1620
47260,51,199,23188,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",890,920,1070,1460,1760
47260,51,199,23665,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1030,1070,1240,1700,2040
47260,51,199,23690,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",960,1000,1160,1590,1910
47260,51,199,23691,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",960,1000,1160,1590,1910
47260,51,199,23692,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1010,1050,1220,1670,2010
47260,51,199,23693,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",980,1020,1180,1610,1940
47260,51,199,23696,York County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",960,1000,1160,1590,1910
47900,51,510,22301,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1100,1250,1420,1810,2380
47900,51,510,22302,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1140,1280,1460,1870,2450
47900,51,510,22304,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1140,1290,1470,1880,2460
47900,51,510,22305,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",990,1110,1270,1620,2130
47900,51,510,22311,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1080,1220,1390,1780,2330
47900,51,510,22312,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1160,1310,1490,1900,2500
47900,51,510,22314,Alexandria city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1270,1430,1630,2080,2730
31340,51,515,24523,Bedford city,"Lynchburg, VA MSA",570,580,700,860,960
28700,51,520,24201,Bristol city,"Kingsport-Bristol-Bristol, TN-VA MSA",460,500,620,830,990
28700,51,520,24202,Bristol city,"Kingsport-Bristol-Bristol, TN-VA MSA",440,470,590,790,950
16820,51,540,22901,Charlottesville city,"Charlottesville, VA MSA",670,810,960,1240,1380
16820,51,540,22902,Charlottesville city,"Charlottesville, VA MSA",630,750,890,1150,1280
16820,51,540,22903,Charlottesville city,"Charlottesville, VA MSA",640,770,910,1180,1300
16820,51,540,22904,Charlottesville city,"Charlottesville, VA MSA",610,740,870,1130,1250
47260,51,550,23320,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",890,920,1070,1460,1760
47260,51,550,23321,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",870,910,1050,1440,1730
47260,51,550,23322,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",830,860,1000,1370,1650
47260,51,550,23323,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",800,840,970,1330,1600
47260,51,550,23324,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,550,23325,Chesapeake city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",890,920,1070,1460,1760
40060,51,570,23834,Colonial Heights city,"Richmond, VA MSA",700,750,840,1120,1320
19260,51,590,24540,Danville city,"Danville, VA MSA",430,500,640,800,860
19260,51,590,24541,Danville city,"Danville, VA MSA",430,490,630,790,840
47900,51,600,22030,Fairfax city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1360,1530,1750,2240,2930
47900,51,600,22031,Fairfax city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1280,1440,1640,2100,2750
47900,51,610,22044,Falls Church city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1060,1190,1360,1740,2280
47900,51,610,22046,Falls Church city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1090,1230,1400,1790,2350
47900,51,610,22213,Falls Church city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1210,1360,1550,1980,2600
47900,51,630,22401,Fredericksburg city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47260,51,650,23605,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,650,23651,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",770,800,930,1270,1530
47260,51,650,23661,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",770,800,930,1270,1530
47260,51,650,23663,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",770,800,930,1270,1530
47260,51,650,23664,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,650,23665,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1030,1070,1240,1700,2040
47260,51,650,23666,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",800,830,960,1310,1580
47260,51,650,23667,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",770,800,930,1270,1530
47260,51,650,23669,Hampton city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",730,760,880,1200,1450
25500,51,660,22801,Harrisonburg city,"Harrisonburg, VA MSA",610,670,820,1150,1180
25500,51,660,22802,Harrisonburg city,"Harrisonburg, VA MSA",510,570,690,970,990
25500,51,660,22807,Harrisonburg city,"Harrisonburg, VA MSA",550,610,740,1040,1060
40060,51,670,23860,Hopewell city,"Richmond, VA MSA",670,730,810,1080,1270
31340,51,680,24501,Lynchburg city,"Lynchburg, VA MSA",520,530,640,790,880
31340,51,680,24502,Lynchburg city,"Lynchburg, VA MSA",560,570,690,850,950
31340,51,680,24503,Lynchburg city,"Lynchburg, VA MSA",570,580,700,860,960
31340,51,680,24504,Lynchburg city,"Lynchburg, VA MSA",530,550,660,810,910
47900,51,683,20110,Manassas city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1060,1190,1360,1740,2280
47900,51,685,20111,Manassas Park city,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1140,1280,1460,1870,2450
47260,51,700,23601,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,700,23602,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",820,860,990,1350,1630
47260,51,700,23603,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",750,780,900,1230,1480
47260,51,700,23604,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",990,1040,1200,1640,1980
47260,51,700,23605,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,700,23606,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",760,790,920,1260,1520
47260,51,700,23607,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,700,23608,Newport News city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",750,780,900,1230,1480
47260,51,710,23502,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",810,850,980,1340,1620
47260,51,710,23503,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23504,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23505,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23507,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",750,790,910,1240,1500
47260,51,710,23508,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23509,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",730,760,880,1200,1450
47260,51,710,23510,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23511,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23513,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23517,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23518,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,710,23523,Norfolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
40060,51,730,23803,Petersburg city,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,730,23805,Petersburg city,"Richmond, VA MSA",690,750,830,1110,1300
47260,51,735,23662,Poquoson city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",900,940,1090,1490,1800
47260,51,740,23701,Portsmouth city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,740,23702,Portsmouth city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,740,23703,Portsmouth city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",820,860,990,1350,1630
47260,51,740,23704,Portsmouth city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,740,23707,Portsmouth city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",750,790,910,1240,1500
13980,51,750,24141,Radford city,"Blacksburg-Christiansburg-Radford, VA MSA",520,560,620,860,1090
40060,51,760,23219,Richmond city,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,760,23220,Richmond city,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,760,23221,Richmond city,"Richmond, VA MSA",720,780,870,1160,1360
40060,51,760,23222,Richmond city,"Richmond, VA MSA",710,770,860,1150,1350
40060,51,760,23223,Richmond city,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,760,23224,Richmond city,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,760,23225,Richmond city,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,760,23226,Richmond city,"Richmond, VA MSA",900,970,1080,1440,1690
40060,51,760,23227,Richmond city,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,760,23230,Richmond city,"Richmond, VA MSA",710,770,860,1150,1350
40060,51,760,23231,Richmond city,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,760,23234,Richmond city,"Richmond, VA MSA",710,760,850,1130,1330
40060,51,760,23235,Richmond city,"Richmond, VA MSA",880,950,1060,1420,1660
40220,51,770,24011,Roanoke city,"Roanoke, VA MSA",500,530,690,870,950
40220,51,770,24012,Roanoke city,"Roanoke, VA MSA",520,550,710,900,980
40220,51,770,24013,Roanoke city,"Roanoke, VA MSA",500,530,690,870,950
40220,51,770,24014,Roanoke city,"Roanoke, VA MSA",520,560,720,910,1000
40220,51,770,24015,Roanoke city,"Roanoke, VA MSA",480,510,660,840,910
40220,51,770,24016,Roanoke city,"Roanoke, VA MSA",470,500,650,820,900
40220,51,770,24017,Roanoke city,"Roanoke, VA MSA",510,540,700,890,970
40220,51,770,24018,Roanoke city,"Roanoke, VA MSA",580,620,800,1010,1110
40220,51,770,24019,Roanoke city,"Roanoke, VA MSA",580,620,800,1010,1110
40220,51,775,24153,Salem city,"Roanoke, VA MSA",540,570,740,940,1020
47260,51,800,23432,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",730,760,880,1200,1450
47260,51,800,23433,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",940,980,1130,1540,1860
47260,51,800,23434,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,800,23435,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1060,1110,1280,1750,2110
47260,51,800,23436,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",730,760,880,1200,1450
47260,51,800,23437,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,800,23438,Suffolk city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",730,760,880,1200,1450
47260,51,810,23451,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",920,960,1110,1520,1830
47260,51,810,23452,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",930,970,1120,1530,1850
47260,51,810,23453,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",990,1030,1190,1630,1960
47260,51,810,23454,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",900,940,1090,1490,1800
47260,51,810,23455,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",930,970,1120,1530,1850
47260,51,810,23456,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1200,1250,1450,1980,2390
47260,51,810,23457,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",950,980,1140,1560,1880
47260,51,810,23459,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",950,980,1140,1560,1880
47260,51,810,23462,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",930,970,1120,1530,1850
47260,51,810,23464,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",970,1010,1170,1600,1930
47260,51,810,23521,Virginia Beach city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",1200,1250,1450,1980,2390
47260,51,830,23185,Williamsburg city,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",810,850,980,1340,1620
49020,51,840,22601,Winchester city,"Winchester, VA-WV MSA",550,580,760,1050,1080
