fips2000,fips2010,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,msa99,fmr99_2,fmr99,msa98,fmr98_2,fmr98,msa97,fmr97_2,fmr97,msa96,fmr96_2,fmr96,msa95,fmr95_2,fmr95,msa94,fmr94_2,fmr94,msa93,fmr93_2,fmr93,msa92,fmr92_2,fmr92,msa91,fmr91_2,fmr91,msa90,fmr90_2,fmr90,msa89,fmr89_2,fmr89,msa88,fmr88_2,fmr88,msa87,fmr87_2,fmr87,msa86,fmr86_2,fmr86,msa85,fmr85_2,fmr85,msa83,fmr83_2,fmr83,cbsasub,areaname,state,cousub,name,county,pop2000,pop2010,census_region
5115599999,5115599999,METRO13980N51155,643,40,METRO13980N51155,617,40,METRO13980N51155,630,40,METRO13980N51155,576,40,METRO13980N51155,588,40,METRO13980N51155,571,40,METRO13980N51155,557,40,METRO13980N51155,535,40,METRO13980N51155,502,40,METRO13980N51155,483,40,9999,439,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,348,40,10000,356,45,10000,426,45,10000,412,45,10000,399,45,10000,389,45,10000,381,45,10000,375,45,10000,365,45,10000,357,45,10000,383,45,10000,371,45,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",51,99999,Pulaski County,155,35127,34872,3
5115799999,5115799999,NCNTY51157N51157,1056,40,NCNTY51157N51157,990,40,NCNTY51157N51157,946,40,NCNTY51157N51157,791,40,NCNTY51157N51157,700,40,NCNTY51157N51157,680,40,NCNTY51157N51157,664,40,NCNTY51157N51157,638,40,NCNTY51157N51157,597,40,NCNTY51157N51157,574,40,9999,558,40,10000,570,40,10000,570,40,10000,556,40,10000,535,40,10000,531,40,10000,528,40,10000,520,40,10000,508,40,10000,503,40,10000,489,40,10000,499,45,10000,448,45,10000,434,45,10000,420,45,10000,409,45,10000,400,45,10000,394,45,10000,383,45,10000,374,45,10000,325,45,10000,314,45,NCNTY51157N51157,"Rappahannock County, VA",51,99999,Rappahannock County,157,6983,7373,3
5115999999,5115999999,NCNTY51159N51159,777,40,NCNTY51159N51159,719,40,NCNTY51159N51159,713,40,NCNTY51159N51159,636,40,NCNTY51159N51159,708,40,NCNTY51159N51159,687,40,NCNTY51159N51159,671,40,NCNTY51159N51159,645,40,NCNTY51159N51159,604,40,NCNTY51159N51159,581,40,9999,565,40,10000,460,40,10000,460,40,10000,449,40,10000,432,40,10000,429,40,10000,427,40,10000,421,40,10000,412,40,10000,408,40,10000,397,40,10000,406,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,409,45,10000,396,45,NCNTY51159N51159,"Richmond County, VA",51,99999,Richmond County,159,8809,9254,3
5116199999,5116199999,METRO40220M40220,732,40,METRO40220M40220,720,40,METRO40220M40220,764,40,METRO40220M40220,732,40,METRO40220M40220,721,40,METRO40220M40220,700,40,METRO40220M40220,683,40,METRO40220M40220,656,40,METRO40220M40220,613,40,METRO40220M40220,589,40,6800,586,40,6800,515,40,6800,512,40,6800,500,40,6800,484,40,6800,479,40,6800,475,40,6800,467,40,6800,458,40,6800,447,40,6800,433,40,6800,439,45,6800,431,45,6800,416,45,6800,402,45,6800,392,45,6800,384,45,6800,378,45,6800,368,45,6800,360,45,6800,383,45,6800,371,45,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",51,99999,Roanoke County,161,85778,92376,3
5116399999,5116399999,NCNTY51163N51163,677,40,NCNTY51163N51163,638,40,NCNTY51163N51163,678,40,NCNTY51163N51163,612,40,NCNTY51163N51163,588,40,NCNTY51163N51163,571,40,NCNTY51163N51163,557,40,NCNTY51163N51163,535,40,NCNTY51163N51163,502,40,NCNTY51163N51163,483,40,9999,452,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,377,40,10000,386,45,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,311,45,10000,300,45,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",51,99999,Rockbridge County,163,20808,22307,3
5116599999,5116599999,METRO25500M25500,863,40,METRO25500M25500,740,40,METRO25500M25500,741,40,METRO25500M25500,784,40,METRO25500M25500,713,40,METRO25500M25500,692,40,METRO25500M25500,676,40,METRO25500M25500,649,40,METRO25500M25500,610,40,METRO25500M25500,586,40,9999,569,40,10000,540,40,10000,540,40,10000,527,40,10000,507,40,10000,503,40,10000,501,40,10000,494,40,10000,483,40,10000,478,40,10000,465,40,10000,475,45,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,311,45,10000,300,45,METRO25500M25500,"Harrisonburg, VA MSA",51,99999,Rockingham County,165,67725,76314,3
5116799999,5116799999,NCNTY51167N51167,643,40,NCNTY51167N51167,617,40,NCNTY51167N51167,626,40,NCNTY51167N51167,541,40,NCNTY51167N51167,588,40,NCNTY51167N51167,571,40,NCNTY51167N51167,557,40,NCNTY51167N51167,535,40,NCNTY51167N51167,502,40,NCNTY51167N51167,483,40,9999,428,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,316,40,10000,323,45,10000,410,45,10000,397,45,10000,384,45,10000,374,45,10000,366,45,10000,361,45,10000,351,45,10000,343,45,10000,334,45,10000,323,45,NCNTY51167N51167,"Russell County, VA",51,99999,Russell County,167,30308,28897,3
5116999999,5116999999,METRO28700M28700,658,40,METRO28700M28700,617,40,METRO28700M28700,626,40,METRO28700M28700,563,40,METRO28700M28700,588,40,METRO28700M28700,571,40,METRO28700M28700,557,40,METRO28700M28700,535,40,METRO28700M28700,502,40,METRO28700M28700,483,40,3660,476,40,3660,486,40,3660,484,40,3660,471,40,3660,458,40,3660,450,40,3660,447,40,3660,438,40,3660,427,40,3660,415,40,3660,354,40,3660,363,45,3660,384,45,3660,374,45,3660,362,45,3660,353,45,3660,346,45,3660,341,45,3660,332,45,3660,324,45,3660,334,45,3660,323,45,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",51,99999,Scott County,169,23403,23177,3
5117199999,5117199999,NCNTY51171N51171,816,40,NCNTY51171N51171,714,40,NCNTY51171N51171,761,40,NCNTY51171N51171,650,40,NCNTY51171N51171,634,40,NCNTY51171N51171,615,40,NCNTY51171N51171,601,40,NCNTY51171N51171,577,40,NCNTY51171N51171,542,40,NCNTY51171N51171,521,40,9999,506,40,10000,512,40,10000,512,40,10000,500,40,10000,481,40,10000,478,40,10000,476,40,10000,469,40,10000,459,40,10000,454,40,10000,442,40,10000,452,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,311,45,10000,300,45,NCNTY51171N51171,"Shenandoah County, VA",51,99999,Shenandoah County,171,35075,41993,3
5117399999,5117399999,NCNTY51173N51173,643,40,NCNTY51173N51173,617,40,NCNTY51173N51173,626,40,NCNTY51173N51173,541,40,NCNTY51173N51173,588,40,NCNTY51173N51173,571,40,NCNTY51173N51173,557,40,NCNTY51173N51173,535,40,NCNTY51173N51173,502,40,NCNTY51173N51173,483,40,9999,393,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,292,45,10000,361,45,10000,349,45,10000,338,45,10000,330,45,10000,323,45,10000,318,45,10000,310,45,10000,303,45,10000,266,45,10000,256,45,NCNTY51173N51173,"Smyth County, VA",51,99999,Smyth County,173,33081,32208,3
5117599999,5117599999,NCNTY51175N51175,806,40,NCNTY51175N51175,748,40,NCNTY51175N51175,777,40,NCNTY51175N51175,695,40,NCNTY51175N51175,653,40,NCNTY51175N51175,634,40,NCNTY51175N51175,619,40,NCNTY51175N51175,595,40,NCNTY51175N51175,557,40,NCNTY51175N51175,535,40,9999,520,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,367,40,10000,376,45,10000,343,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,287,45,10000,287,45,10000,276,45,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",51,99999,Southampton County,175,17482,18570,3
5117799999,5117799999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,10000,507,45,10000,491,45,10000,475,45,10000,463,45,10000,453,45,10000,446,45,10000,434,45,10000,424,45,10000,389,45,10000,376,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Spotsylvania County,177,90395,122397,3
5117999999,5117999999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Stafford County,179,92446,128961,3
5118199999,5118199999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,9999,485,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,348,40,10000,356,45,10000,343,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,287,45,10000,287,45,10000,276,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Surry County,181,6829,7058,3
5118399999,5118399999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,9999,485,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,349,40,10000,357,45,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,373,45,10000,361,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Sussex County,183,12504,12087,3
5118599999,5118599999,NCNTY51185N51185,643,40,NCNTY51185N51185,617,40,NCNTY51185N51185,626,40,NCNTY51185N51185,541,40,NCNTY51185N51185,588,40,NCNTY51185N51185,571,40,NCNTY51185N51185,557,40,NCNTY51185N51185,535,40,NCNTY51185N51185,502,40,NCNTY51185N51185,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,313,40,10000,320,45,10000,410,45,10000,397,45,10000,384,45,10000,374,45,10000,366,45,10000,361,45,10000,351,45,10000,343,45,10000,334,45,10000,323,45,NCNTY51185N51185,"Tazewell County, VA",51,99999,Tazewell County,185,44598,45078,3
5118799999,5118799999,METRO47900MM8820,910,40,METRO47900MM8820,914,40,METRO47900MM8820,886,40,METRO47900MM8820,844,40,METRO47900MM8820,850,40,METRO47900MM8820,814,40,METRO47900MM8820,769,40,METRO47900MM8820,719,40,METRO47900MM8820,685,40,METRO47900MM8820,653,40,8820,630,40,8820,661,40,8820,629,40,8820,597,40,8820,573,40,8820,557,40,8820,544,40,8820,538,40,8820,526,40,8820,516,40,8820,507,40,8820,518,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,311,45,10000,300,45,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",51,99999,Warren County,187,31584,37575,3
5119199999,5119199999,METRO28700M28700,658,40,METRO28700M28700,617,40,METRO28700M28700,626,40,METRO28700M28700,563,40,METRO28700M28700,588,40,METRO28700M28700,571,40,METRO28700M28700,557,40,METRO28700M28700,535,40,METRO28700M28700,502,40,METRO28700M28700,483,40,3660,476,40,3660,486,40,3660,484,40,3660,471,40,3660,458,40,3660,450,40,3660,447,40,3660,438,40,3660,427,40,3660,415,40,3660,354,40,3660,363,45,3660,384,45,3660,374,45,3660,362,45,3660,353,45,3660,346,45,3660,341,45,3660,332,45,3660,324,45,3660,334,45,3660,323,45,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",51,99999,Washington County,191,51103,54876,3
5119399999,5119399999,NCNTY51193N51193,752,40,NCNTY51193N51193,709,40,NCNTY51193N51193,896,40,NCNTY51193N51193,814,40,NCNTY51193N51193,736,40,NCNTY51193N51193,714,40,NCNTY51193N51193,697,40,NCNTY51193N51193,669,40,NCNTY51193N51193,627,40,NCNTY51193N51193,603,40,9999,586,40,10000,553,40,10000,553,40,10000,539,40,10000,519,40,10000,515,40,10000,513,40,10000,506,40,10000,495,40,10000,490,40,10000,477,40,10000,488,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,NCNTY51193N51193,"Westmoreland County, VA",51,99999,Westmoreland County,193,16718,17454,3
5119599999,5119599999,NCNTY51195N51195,643,40,NCNTY51195N51195,617,40,NCNTY51195N51195,626,40,NCNTY51195N51195,541,40,NCNTY51195N51195,588,40,NCNTY51195N51195,571,40,NCNTY51195N51195,557,40,NCNTY51195N51195,535,40,NCNTY51195N51195,502,40,NCNTY51195N51195,483,40,9999,422,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,367,40,10000,376,45,10000,412,45,10000,399,45,10000,386,45,10000,376,45,10000,368,45,10000,363,45,10000,353,45,10000,345,45,10000,334,45,10000,323,45,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",51,99999,Wise County,195,40123,41452,3
5119799999,5119799999,NCNTY51197N51197,645,40,NCNTY51197N51197,617,40,NCNTY51197N51197,626,40,NCNTY51197N51197,541,40,NCNTY51197N51197,588,40,NCNTY51197N51197,571,40,NCNTY51197N51197,557,40,NCNTY51197N51197,535,40,NCNTY51197N51197,502,40,NCNTY51197N51197,483,40,9999,469,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,351,40,10000,359,45,10000,386,45,10000,374,45,10000,362,45,10000,353,45,10000,346,45,10000,341,45,10000,332,45,10000,325,45,10000,325,45,10000,314,45,NCNTY51197N51197,"Wythe County, VA",51,99999,Wythe County,197,27599,29235,3
5119999999,5119999999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,5720,550,45,5720,531,45,5720,514,45,5720,485,45,5720,475,45,5720,437,45,5720,425,45,5720,415,45,5720,415,45,5720,402,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,York County,199,56297,65464,3
5151099999,5151099999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Alexandria city,510,128283,139966,3
5151599999,5151599999,METRO31340M31340,746,40,METRO31340M31340,657,40,METRO31340M31340,726,40,METRO31340M31340,654,40,METRO31340M31340,653,40,METRO31340M31340,634,40,METRO31340M31340,619,40,METRO31340M31340,595,40,METRO31340M31340,556,40,METRO31340M31340,534,40,4640,520,40,4640,476,40,4640,473,40,4640,461,40,4640,447,40,4640,443,40,4640,440,40,4640,432,40,4640,424,40,4640,413,40,4640,400,40,4640,402,45,10000,372,45,10000,360,45,10000,348,45,10000,339,45,10000,332,45,10000,327,45,10000,318,45,10000,311,45,10000,383,45,10000,371,45,METRO31340M31340,"Lynchburg, VA MSA",51,99999,Bedford city,515,6299,6222,3
5152099999,5152099999,METRO28700M28700,658,40,METRO28700M28700,617,40,METRO28700M28700,626,40,METRO28700M28700,563,40,METRO28700M28700,588,40,METRO28700M28700,571,40,METRO28700M28700,557,40,METRO28700M28700,535,40,METRO28700M28700,502,40,METRO28700M28700,483,40,3660,476,40,3660,486,40,3660,484,40,3660,471,40,3660,458,40,3660,450,40,3660,447,40,3660,438,40,3660,427,40,3660,415,40,3660,354,40,3660,363,45,3660,384,45,3660,374,45,3660,362,45,3660,353,45,3660,346,45,3660,341,45,3660,332,45,3660,324,45,3660,334,45,3660,323,45,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",51,99999,Bristol city,520,17367,17835,3
5153099999,5153099999,NCNTY51163N51163,677,40,NCNTY51163N51163,638,40,NCNTY51163N51163,678,40,NCNTY51163N51163,612,40,NCNTY51163N51163,588,40,NCNTY51163N51163,571,40,NCNTY51163N51163,557,40,NCNTY51163N51163,535,40,NCNTY51163N51163,502,40,NCNTY51163N51163,483,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,311,45,10000,300,45,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",51,99999,Buena Vista city,530,6349,6650,3
5154099999,5154099999,METRO16820M16820,1038,40,METRO16820M16820,1008,40,METRO16820M16820,1099,40,METRO16820M16820,1029,40,METRO16820M16820,931,40,METRO16820M16820,903,40,METRO16820M16820,882,40,METRO16820M16820,847,40,METRO16820M16820,792,40,METRO16820M16820,761,40,1540,744,40,1540,698,40,1540,693,40,1540,677,40,1540,656,40,1540,650,40,1540,645,40,1540,634,40,1540,622,40,1540,585,40,1540,567,40,1540,569,45,1540,539,45,1540,520,45,1540,503,45,1540,490,45,1540,479,45,1540,472,45,1540,459,45,1540,449,45,1540,415,45,1540,402,45,METRO16820M16820,"Charlottesville, VA MSA",51,99999,Charlottesville city,540,45049,43475,3
5155099999,5155099999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,5720,550,45,5720,531,45,5720,514,45,5720,485,45,5720,475,45,5720,437,45,5720,425,45,5720,415,45,5720,415,45,5720,402,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Chesapeake city,550,199184,222209,3
5156099999,5156099999,NCNTY51005N51005,674,40,NCNTY51005N51005,617,40,NCNTY51005N51005,626,40,NCNTY51005N51005,541,40,NCNTY51005N51005,588,40,NCNTY51005N51005,571,40,NCNTY51005N51005,557,40,NCNTY51005N51005,535,40,NCNTY51005N51005,502,40,NCNTY51005N51005,483,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,325,45,10000,314,45,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",51,99999,Clifton Forge city,560,4289,3884,3
5157099999,5157099999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Colonial Heights city,570,16897,17411,3
5158099999,5158099999,NCNTY51005N51005,674,40,NCNTY51005N51005,617,40,NCNTY51005N51005,626,40,NCNTY51005N51005,541,40,NCNTY51005N51005,588,40,NCNTY51005N51005,571,40,NCNTY51005N51005,557,40,NCNTY51005N51005,535,40,NCNTY51005N51005,502,40,NCNTY51005N51005,483,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,325,45,10000,314,45,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",51,99999,Covington city,580,6303,5961,3
5159099999,5159099999,METRO19260M19260,643,40,METRO19260M19260,617,40,METRO19260M19260,626,40,METRO19260M19260,608,40,METRO19260M19260,617,40,METRO19260M19260,598,40,METRO19260M19260,584,40,METRO19260M19260,561,40,METRO19260M19260,523,40,METRO19260M19260,503,40,1950,489,40,1950,466,40,1950,463,40,1950,452,40,1950,438,40,1950,434,40,1950,431,40,1950,423,40,1950,415,40,1950,405,40,1950,357,40,1950,370,45,1950,412,45,1950,397,45,1950,384,45,1950,374,45,1950,366,45,1950,361,45,1950,351,45,1950,343,45,1950,354,45,1950,342,45,METRO19260M19260,"Danville, VA MSA",51,99999,Danville city,590,48411,43055,3
5159599999,5159599999,NCNTY51081N51081,690,40,NCNTY51081N51081,617,40,NCNTY51081N51081,628,40,NCNTY51081N51081,571,40,NCNTY51081N51081,610,40,NCNTY51081N51081,592,40,NCNTY51081N51081,579,40,NCNTY51081N51081,556,40,NCNTY51081N51081,520,40,NCNTY51081N51081,500,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,373,45,10000,361,45,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",51,99999,Emporia city,595,5665,5927,3
5160099999,5160099999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Fairfax city,600,21498,22565,3
5161099999,5161099999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Falls Church city,610,10377,12332,3
5162099999,5162099999,NCNTY51175N51175,806,40,NCNTY51175N51175,748,40,NCNTY51175N51175,777,40,NCNTY51175N51175,695,40,NCNTY51175N51175,653,40,NCNTY51175N51175,634,40,NCNTY51175N51175,619,40,NCNTY51175N51175,595,40,NCNTY51175N51175,557,40,NCNTY51175N51175,535,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,325,45,10000,314,45,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",51,99999,Franklin city,620,8346,8582,3
5163099999,5163099999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,10000,598,45,10000,579,45,10000,560,45,10000,463,45,10000,453,45,10000,446,45,10000,434,45,10000,424,45,10000,389,45,10000,376,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Fredericksburg city,630,19279,24286,3
